district,zone_name,latitude,longitude,street_lamp_count_500m,primary_road_count_500m,secondary_road_count_500m,tertiary_road_count_500m,residential_road_count_500m,service_road_count_500m,footway_path_count_500m,pedestrian_road_count_500m,unclassified_road_count_500m,bus_station_count_500m,rail_station_count_500m,market_count_500m,shop_count_500m,school_college_count_500m,hospital_count_500m,police_count_3km,nearest_police_distance_km,light_score,road_quality,alley_density,transport_hub_score,public_place_density,police_distance_risk,environmental_risk_score
Barishal,Kashipur,22.85057,90.56703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.45,0.35,0.0,0.0,0.033,1.0,31.25
Bhola,Borhanuddin,22.68759,90.64403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Bhola,Char Fasson,22.22647,90.71275,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3.0,0.45,0.35,0.0,0.0,0.033,1.0,31.25
Bhola,Daulatkhan,22.68759,90.64403,0,3,0,8,8,2,1,1,19,0,0,0,0,2,0,2,0.151,0.45,0.808,1.0,0.0,0.067,0.05,35.38
Bhola,Lalmohan,22.33774,90.73708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Bhola,Tazumuddin,22.68759,90.64403,0,3,0,8,8,2,1,1,19,0,0,0,0,2,0,2,0.151,0.45,0.808,1.0,0.0,0.067,0.05,35.38
Bogura,Banani Bogura,24.85098,89.37108,0,1,3,10,44,7,25,0,7,4,1,12,148,3,2,3,1.671,0.45,0.85,1.0,1.0,1.0,0.557,73.82
Bogura,Charmatha,24.85098,89.37108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Bogura,Dhunat,24.85098,89.37108,0,1,3,10,44,7,25,0,7,4,1,12,148,3,2,3,1.671,0.45,0.85,1.0,1.0,1.0,0.557,73.82
Bogura,Matidali,24.85098,89.37108,0,1,3,10,44,7,25,0,7,4,1,12,148,3,2,3,1.671,0.45,0.85,1.0,1.0,1.0,0.557,73.82
Bogura,Shajahanpur,24.85098,89.37108,0,1,3,10,44,7,25,0,7,4,1,12,148,3,2,3,1.671,0.45,0.85,1.0,1.0,1.0,0.557,73.82
Brahmanbaria,Ashuganj,23.944546,91.106189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.392,0.0,0.0,0.0,1.0,30.12
Chapai Nawabganj,Kansat Bazar,24.7268,88.1705,0,0,2,1,0,0,0,0,1,0,0,2,11,0,0,0,3.0,0.45,0.475,0.05,0.0,0.5,1.0,37.38
Feni,Dagonbhuiyan,22.9644,91.3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Brahmanbaria,Kasba,22.989113,90.220702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.986,0.45,0.35,0.0,0.0,0.0,0.662,27.37
Brahmanbaria,Nabinagar,23.88791,90.96792,0,0,1,1,20,0,0,0,11,0,0,0,0,2,1,0,3.0,0.45,0.433,0.55,0.0,0.1,1.0,42.0
Chandpur,Faridganj,23.13559,90.7434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Chandpur,Hajiganj,23.25191,90.85508,0,3,1,0,12,0,0,0,9,0,0,0,0,0,0,0,3.0,0.45,0.517,0.45,0.0,0.0,1.0,37.25
Chandpur,Kachua Chandpur,23.19905,90.94317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.05,0.0,0.0,1.0,31.75
Chandpur,Matlab Dakshin,23.34285,90.7257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Chandpur,Matlab Uttar,23.44888,90.63489,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3.0,0.45,0.35,0.5,0.0,0.0,1.0,40.75
Chapai Nawabganj,Gomostapur,24.59895,88.28339,0,0,1,1,9,1,0,0,3,1,1,0,7,0,0,3,1.251,0.45,0.433,0.2,0.4,0.233,0.417,39.17
Chapai Nawabganj,Nachole,24.59895,88.28339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Chapai Nawabganj,Rohanpur,24.59895,88.28339,0,0,1,1,9,1,0,0,3,1,1,0,7,0,0,3,1.251,0.45,0.433,0.2,0.4,0.233,0.417,39.17
Chapai Nawabganj,Shibganj,24.59895,88.28339,0,0,1,1,9,1,0,0,3,1,1,0,7,0,0,3,1.251,0.45,0.433,0.2,0.4,0.233,0.417,39.17
Chuadanga,Alamdanga,23.75946,88.95753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Chuadanga,Damurhuda,23.64299,88.85291,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22
Chuadanga,Darshana,23.64299,88.85291,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22
Chuadanga,Jibannagar,23.64299,88.85291,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22
Chuadanga,Sarojganj,23.64299,88.85291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Cox's Bazar,Chakaria,21.76459,92.07612,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98
Cox's Bazar,Maheshkhali,21.55411,91.97067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.05,0.0,0.0,1.0,31.75
Cox's Bazar,Ramu,21.325242,92.094764,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.1,0.0,0.0,1.0,32.75
Cox's Bazar,Teknaf,20.86382,92.30153,0,0,3,3,33,2,1,0,1,0,0,1,1,0,0,0,3.0,0.45,0.6,0.2,0.0,0.1,1.0,32.5
Cox's Bazar,Ukhiya,21.245,92.13752,0,0,0,2,21,0,7,0,0,0,0,1,0,0,0,0,3.0,0.45,0.433,0.35,0.0,0.067,1.0,37.5
Cumilla,Burichang,23.5534,91.12901,0,0,1,0,9,1,0,0,1,0,0,0,0,0,1,0,3.0,0.45,0.392,0.1,0.0,0.033,1.0,32.62
Cumilla,Chandina,23.49067,91.01227,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Cumilla,Daudkandi,23.53546,90.71255,0,0,0,2,21,0,0,0,11,0,0,0,0,0,0,1,1.125,0.45,0.433,0.55,0.0,0.0,0.375,34.25
Cumilla,Debidwar,23.6625,91.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Cumilla,Laksham,23.4417,91.00987,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.05,0.0,0.0,1.0,31.75
Dinajpur,Birampur,25.38909,88.99331,0,3,1,1,26,0,5,0,8,2,0,0,95,0,1,1,0.382,0.45,0.558,0.65,0.4,1.0,0.127,54.9
Dinajpur,Kaharol,25.62745,88.63779,0,7,2,7,37,0,5,0,1,0,0,0,4,7,3,1,0.984,0.45,0.85,0.3,0.0,0.467,0.328,29.53
Dinajpur,Parbatipur,25.66369,88.93093,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2.466,0.45,0.392,0.0,0.0,0.0,0.822,28.34
Dinajpur,Setabganj,25.79893,88.46126,0,0,3,2,42,0,0,0,2,1,1,0,0,0,0,0,3.0,0.45,0.558,0.1,0.4,0.0,1.0,37.62
Faridpur,Bhanga,23.60612,89.84064,40,0,0,3,17,0,0,0,0,0,0,3,7,2,8,1,0.69,0.9,0.475,0.0,0.0,0.767,0.23,23.68
Faridpur,Boalmari,23.39212,89.68308,0,2,0,2,0,0,0,0,4,0,0,0,0,0,1,0,3.0,0.45,0.517,0.2,0.0,0.033,1.0,32.75
Faridpur,Madhukhali,23.5471,89.62786,0,0,1,2,3,0,0,0,0,0,1,1,10,0,1,0,3.0,0.45,0.475,0.0,0.2,0.433,1.0,39.38
Faridpur,Nagarkanda,23.60612,89.84064,40,0,0,3,17,0,0,0,0,0,0,3,7,2,8,1,0.69,0.9,0.475,0.0,0.0,0.767,0.23,23.68
Faridpur,Sadarpur,23.60612,89.84064,40,0,0,3,17,0,0,0,0,0,0,3,7,2,8,1,0.69,0.9,0.475,0.0,0.0,0.767,0.23,23.68
Feni,Chhagalnaiya,23.02475,91.51092,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.392,0.0,0.0,0.0,1.0,30.12
Feni,Parshuram,23.21138,91.46864,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2.45,0.45,0.35,0.15,0.0,0.0,0.817,31.92
Feni,Sonagazi,22.81935,91.42191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Gaibandha,Fulchhari,25.3293,89.5438,0,2,2,6,11,0,0,0,2,1,1,0,0,3,0,0,3.0,0.45,0.767,0.1,0.4,0.1,1.0,36.0
Gaibandha,Gobindaganj,25.13333,89.39167,0,0,0,0,1,0,0,0,12,0,0,3,22,2,5,1,0.714,0.45,0.35,0.6,0.0,1.0,0.238,50.13
Gaibandha,Palashbari,25.287401,89.35043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Gaibandha,Sadullapur,25.39137,89.46471,0,0,1,4,1,0,0,0,3,0,0,0,0,0,1,0,3.0,0.45,0.558,0.15,0.0,0.033,1.0,31.12
Gaibandha,Sundarganj,25.56799,89.52223,0,0,0,4,12,0,1,0,0,0,0,0,1,0,0,0,3.0,0.45,0.517,0.05,0.0,0.033,1.0,29.75
Gazipur,Kaliakair,24.126097,90.472114,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.05,0.0,0.0,1.0,31.75
Gazipur,Kaliganj Gazipur,23.79762,90.64354,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,3.0,0.45,0.35,0.15,0.0,0.0,1.0,33.75
Gazipur,Kapasia,24.11404,90.56148,0,6,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3.0,0.45,0.642,0.1,0.0,0.0,1.0,28.38
Gazipur,Mawna,24.22065,90.41723,0,1,2,0,5,0,0,0,0,0,0,6,23,1,2,2,0.515,0.45,0.475,0.0,0.0,1.0,0.172,35.59
Gazipur,Sreepur,24.126097,90.472114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Gopalganj,Bhatiapara,23.01018,89.83278,0,1,0,1,30,0,0,0,4,0,0,0,0,1,0,2,2.096,0.45,0.433,0.2,0.0,0.033,0.699,30.99
Gopalganj,Kashiani,23.01018,89.83278,0,1,0,1,30,0,0,0,4,0,0,0,0,1,0,2,2.096,0.45,0.433,0.2,0.0,0.033,0.699,30.99
Gopalganj,Kotalipara,23.01018,89.83278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Gopalganj,Muksudpur,23.01018,89.83278,0,1,0,1,30,0,0,0,4,0,0,0,0,1,0,2,2.096,0.45,0.433,0.2,0.0,0.033,0.699,30.99
Gopalganj,Tungipara,22.89983,89.90326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Habiganj,Bahubal,24.38044,91.413,0,1,0,4,35,0,0,0,3,0,0,0,2,1,0,2,0.855,0.45,0.558,0.15,0.0,0.1,0.285,24.98
Habiganj,Chunarughat,24.38044,91.413,0,1,0,4,35,0,0,0,3,0,0,0,2,1,0,2,0.855,0.45,0.558,0.15,0.0,0.1,0.285,24.98
Habiganj,Lakhai,24.38044,91.413,0,1,0,4,35,0,0,0,3,0,0,0,2,1,0,2,0.855,0.45,0.558,0.15,0.0,0.1,0.285,24.98
Habiganj,Nabiganj,24.56667,91.51667,0,3,1,1,9,0,1,0,1,0,0,1,0,0,1,0,3.0,0.45,0.558,0.1,0.0,0.1,1.0,31.12
Jamalpur,Dewanganj,25.14236,89.76215,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,2,2.441,0.45,0.392,0.1,0.0,0.0,0.814,30.26
Jamalpur,Islampur Jamalpur,24.91965,89.94812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Jamalpur,Madarganj,24.91965,89.94812,0,8,3,0,16,0,0,0,4,0,0,1,11,3,1,0,3.0,0.45,0.808,0.2,0.0,0.567,1.0,36.38
Jamalpur,Melandaha,24.91965,89.94812,0,8,3,0,16,0,0,0,4,0,0,1,11,3,1,0,3.0,0.45,0.808,0.2,0.0,0.567,1.0,36.38
Jamalpur,Sarishabari,24.75127,89.83126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Jashore,Bagharpara,24.045958,90.032723,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.25,0.0,0.0,1.0,35.75
Jashore,Benapole Land Port,23.045741,88.905813,0,0,0,0,27,0,1,0,3,0,1,0,10,1,0,0,3.0,0.45,0.35,0.2,0.2,0.367,1.0,44.25
Jashore,Jhikargacha,23.11134,89.09061,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,1.434,0.45,0.35,0.1,0.0,0.0,0.478,27.53
Jashore,Keshabpur,22.90725,89.21954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Jashore,Manirampur,25.39555,89.11793,0,0,1,1,12,0,0,0,2,0,0,0,0,1,0,0,3.0,0.45,0.433,0.1,0.0,0.033,1.0,32.0
Jhalokati,Gabkhan Bridge,22.641212,90.179118,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,1,1.925,0.45,0.35,0.35,0.0,0.0,0.642,34.17
Jhalokati,Kathalia,22.559352,90.139273,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.254,0.45,0.392,0.0,0.0,0.033,0.418,24.8
Jhalokati,Nalchity,22.559352,90.139273,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.254,0.45,0.392,0.0,0.0,0.033,0.418,24.8
Jhalokati,Rajapur Jhalokati,22.62674,90.20637,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1.614,0.45,0.433,0.05,0.0,0.0,0.538,25.88
Jhalokati,Saturia Jhalokati,22.58909,90.06434,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Jhenaidah,Kaliganj Jhenaidah,23.502088,89.122619,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Jhenaidah,Kotchandpur,23.502088,89.122619,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Narail,Kalia,23.043,89.63094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Jhenaidah,Maheshpur,23.35291,88.91222,0,0,0,4,11,1,0,0,0,0,0,1,4,1,0,1,0.676,0.45,0.517,0.05,0.0,0.233,0.225,25.0
Jhenaidah,Shailkupa,23.68395,89.2422,0,0,0,3,15,0,0,0,0,0,0,0,0,0,1,0,3.0,0.45,0.475,0.0,0.0,0.033,1.0,29.38
Joypurhat,Akkelpur,24.96775,88.95872,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,0.45,0.392,0.0,0.0,0.033,1.0,30.62
Joypurhat,Kalai,25.068648,89.13536,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.728,0.45,0.392,0.0,0.0,0.067,0.909,30.22
Joypurhat,Khetlal,25.09446,89.02286,0,0,0,0,13,0,0,0,2,0,0,0,0,2,0,3,0.597,0.45,0.35,0.1,0.0,0.067,0.199,25.74
Joypurhat,Panchbibi,25.19069,89.02213,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,3.0,0.45,0.475,0.05,0.2,0.0,1.0,33.88
Khagrachhari,Dighinala,23.177845,91.962337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Khagrachhari,Manikchhari,23.10787,91.97007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Khagrachhari,Matiranga,23.12194,91.87667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Khagrachhari,Panchhari,23.10787,91.97007,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.084,0.45,0.433,0.0,0.0,0.0,1.0,29.5
Khagrachhari,Ramgarh,22.97028,91.79667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Khulna,Boyra,22.82813,89.543382,0,2,0,0,41,11,0,0,0,0,0,0,0,0,2,6,1.224,0.45,0.433,0.55,0.0,0.067,0.408,35.58
Khulna,Daulatpur Khulna,22.837283,89.540056,0,0,2,0,19,5,0,0,0,1,0,0,0,1,1,4,1.044,0.45,0.433,0.25,0.2,0.067,0.348,32.98
Khulna,Gollamari,22.837283,89.540056,0,0,2,0,19,5,0,0,0,1,0,0,0,1,1,4,1.044,0.45,0.433,0.25,0.2,0.067,0.348,32.98
Khulna,Moylapota,22.812412,89.557742,112,0,6,5,52,1,1,0,2,3,0,0,2,3,2,6,0.0,0.9,0.808,0.2,0.6,0.233,0.0,24.38
Khulna,Rupsha,22.801856,89.579403,35,4,0,3,25,9,1,0,4,3,0,0,2,1,0,4,0.731,0.9,0.642,0.7,0.6,0.1,0.244,37.31
Kishoreganj,Bhairab Bazar,24.0524,90.9764,0,0,0,0,16,0,0,0,0,0,1,0,0,0,3,1,0.346,0.45,0.35,0.0,0.2,0.1,0.115,27.4
Kishoreganj,Hossainpur,23.94328,90.7559,0,0,0,0,6,1,1,0,4,0,0,0,0,0,0,0,3.0,0.45,0.35,0.3,0.0,0.0,1.0,36.75
Kishoreganj,Karimganj,24.46778,90.87045,0,0,0,6,12,0,0,0,5,0,0,2,5,4,1,1,0.342,0.45,0.6,0.25,0.0,0.467,0.114,30.14
Kishoreganj,Katiadi,24.43944,90.78291,0,1,4,3,16,0,1,0,9,0,0,1,4,3,0,2,0.307,0.45,0.683,0.5,0.0,0.3,0.102,31.27
Kishoreganj,Pakundia,24.43944,90.78291,0,1,4,3,16,0,1,0,9,0,0,1,4,3,0,2,0.307,0.45,0.683,0.5,0.0,0.3,0.102,31.27
Kurigram,Bhurungamari,26.11982,89.6677,0,0,0,1,9,0,1,0,1,0,0,0,0,1,1,1,1.186,0.45,0.392,0.1,0.0,0.067,0.395,27.08
Kurigram,Chilmari,25.55613,89.67097,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,3.0,0.45,0.35,0.4,0.0,0.033,1.0,39.25
Kurigram,Rajarhat,25.760116,89.677476,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3.0,0.45,0.35,0.2,0.0,0.0,1.0,34.75
Kurigram,Rowmari,25.760116,89.677476,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3.0,0.45,0.35,0.2,0.0,0.0,1.0,34.75
Kurigram,Ulipur,25.65902,89.61829,0,3,1,2,21,0,1,0,2,0,0,0,0,2,0,0,3.0,0.45,0.6,0.15,0.0,0.067,1.0,31.0
Kushtia,Bheramara,24.02452,88.99234,0,0,0,4,7,0,0,0,3,0,1,0,0,0,0,0,3.0,0.45,0.517,0.15,0.2,0.0,1.0,35.25
Kushtia,Islamic University Kushtia,23.721424,89.151715,0,0,0,1,0,37,1,0,1,1,0,0,9,1,2,1,0.226,0.45,0.392,1.0,0.2,0.4,0.075,50.88
Kushtia,Khoksa,23.9028,89.11943,0,0,0,0,28,0,1,0,4,0,0,1,3,5,2,3,0.417,0.45,0.35,0.25,0.0,0.4,0.139,33.14
Kushtia,Kumarkhali,23.86132,89.24197,0,1,0,0,13,0,1,0,1,0,1,0,0,0,0,0,3.0,0.45,0.392,0.1,0.2,0.0,1.0,36.12
Kushtia,Mirpur Kushtia,23.9028,89.11943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Lakshmipur,Chandragonj,22.9443,90.83005,0,5,0,0,25,0,0,0,2,0,0,1,1,0,0,0,3.0,0.45,0.558,0.1,0.0,0.1,1.0,31.12
Lakshmipur,Kamalnagar,22.9443,90.83005,0,5,0,0,25,0,0,0,2,0,0,1,1,0,0,0,3.0,0.45,0.558,0.1,0.0,0.1,1.0,31.12
Lakshmipur,Raipur Lakshmipur,22.9443,90.83005,0,5,0,0,25,0,0,0,2,0,0,1,1,0,0,0,3.0,0.45,0.558,0.1,0.0,0.1,1.0,31.12
Lakshmipur,Ramganj,23.1006,90.84989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Lakshmipur,Ramgati,22.9443,90.83005,0,5,0,0,25,0,0,0,2,0,0,1,1,0,0,0,3.0,0.45,0.558,0.1,0.0,0.1,1.0,31.12
Lalmonirhat,Aditmari,25.92537,89.35502,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0.946,0.45,0.35,0.0,0.0,0.0,0.315,23.9
Munshiganj,Tongibari,23.53395,90.484545,0,3,0,1,4,2,0,0,0,0,0,0,0,0,0,1,3.016,0.45,0.517,0.1,0.0,0.0,1.0,30.25
Naogaon,Atrai,24.915542,88.727758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Naogaon,Badalgachhi,24.96777,88.90737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Naogaon,Manda,24.915542,88.727758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Naogaon,Patnitala,24.78333,88.68333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Naogaon,Raninagar,24.73978,88.9639,0,2,2,0,0,0,1,0,0,0,0,0,2,3,2,2,0.39,0.45,0.517,0.05,0.0,0.233,0.13,24.05
Narail,Lohagara Narail,23.15509,89.49515,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,2.142,0.45,0.392,0.0,0.0,0.033,0.714,27.77
Manikganj,Paturia Ferry Terminal,23.78658,89.81052,0,0,1,2,0,6,0,0,1,0,0,0,1,0,0,2,0.292,0.45,0.475,0.35,0.0,0.033,0.097,27.35
Lalmonirhat,Hatibandha,26.12494,89.14081,0,0,0,0,6,0,0,0,3,2,2,1,6,1,0,1,0.097,0.45,0.35,0.15,0.8,0.3,0.032,44.57
Lalmonirhat,Kaliganj Lalmonirhat,25.91719,89.44595,0,3,5,8,8,2,2,0,0,0,0,0,3,2,0,2,1.653,0.45,0.85,0.2,0.0,0.167,0.551,25.26
Lalmonirhat,Patgram,26.34876,89.03518,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,1,1.352,0.45,0.392,0.05,0.0,0.0,0.451,25.63
Madaripur,Kalkini,23.1,90.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Madaripur,Mostafapur,23.17097,90.20935,0,1,1,1,12,0,0,0,0,1,0,0,1,3,2,0,3.0,0.45,0.475,0.0,0.2,0.2,1.0,35.88
Madaripur,Rajoir,23.20693,90.05052,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,3.0,0.45,0.35,0.0,0.0,0.067,1.0,31.75
Madaripur,Shibchar,23.33461,90.18696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Madaripur,Takerhat,23.17097,90.20935,0,1,1,1,12,0,0,0,0,1,0,0,1,3,2,0,3.0,0.45,0.475,0.0,0.2,0.2,1.0,35.88
Magura,Arpara,23.405385,89.416036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Magura,Langalbadh,23.666337,89.366377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Magura,Mohammadpur Magura,23.48702,89.41592,0,0,1,0,7,0,0,0,4,0,0,1,3,5,0,0,3.0,0.45,0.392,0.2,0.0,0.333,1.0,39.12
Magura,Shalikha,23.34,89.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Magura,Sreepur Magura,23.60166,89.41392,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.05,0.0,0.0,1.0,31.75
Manikganj,Ghior,23.89926,89.87138,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.558,0.0,0.0,0.0,1.0,27.62
Manikganj,Saturia Manikganj,23.85768,90.00957,0,0,0,5,18,0,0,0,5,0,0,1,0,3,2,3,0.828,0.45,0.558,0.25,0.0,0.233,0.276,28.88
Manikganj,Shibalaya,23.85768,90.00957,0,0,0,5,18,0,0,0,5,0,0,1,0,3,2,3,0.828,0.45,0.558,0.25,0.0,0.233,0.276,28.88
Manikganj,Singair,23.81285,90.14276,0,1,0,1,4,0,0,0,13,0,0,0,0,0,0,0,3.0,0.45,0.433,0.65,0.0,0.0,1.0,42.5
Meherpur,Amjhupi,23.74307,88.68496,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.433,0.0,0.0,0.0,1.0,29.5
Meherpur,Bamundi,23.77687,88.63033,0,0,4,3,36,0,1,0,1,0,0,1,2,2,0,1,0.511,0.45,0.642,0.1,0.0,0.2,0.17,23.08
Meherpur,Gangni,23.81285,88.75436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Meherpur,Kathuli,23.86183,88.66383,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Meherpur,Mujibnagar,23.65003,88.59804,0,2,0,0,5,3,0,1,1,0,0,0,1,0,0,0,3.0,0.45,0.433,0.25,0.0,0.033,1.0,35.0
Moulvibazar,Barlekha,24.481265,91.858094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
